,movieId,Unnamed: 0,title,overview,poster_path,video_key,genresId
406,801,2402,"Good Morning, Vietnam","Radio funny man Adrian Cronauer is sent to Vietnam to bring a little comedy back into the lives of the soldiers. After setting up shop, Cronauer delights the G.I.s but shocks his superior officer, Sergeant Major Dickerson, with his irreverent take on the war. While Dickerson attempts to censor Cronauer's broadcasts, Cronauer pursues a relationship with a Vietnamese girl named Trinh, who shows him the horrors of war first-hand.","/y4zILnCypdVbiq9pyWrtmygZdWN_Good_Morning,_Vietnam.jpg",https://www.youtube.com/embed/3mJoHqmtFcQ,"1,19"
407,802,1916,Lolita,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",/lPdCVPf0hkuCJc8mAGPCnHo05Z9_Lolita.jpg,https://www.youtube.com/embed/ihZ-aIJj6-g,"11,16"
408,804,643,Roman Holiday,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",/7W3afdX2eDuRGIBm1YJgGcLJx8q_Roman_Holiday.jpg,https://www.youtube.com/embed/ELb4S8P3q20,"11,19"
409,805,1509,Rosemary's Baby,"A young couple, Rosemary and Guy, moves into an infamous New York apartment building, known by frightening legends and mysterious events, with the purpose of starting a family.",/gPM1voKUYSwjOrMqEOVCvhwW8LS_Rosemary's_Baby.jpg,https://www.youtube.com/embed/jwqMv_ci2jU,"7,16"
410,806,5634,The Omen,A diplomatic couple adopts the son of the devil without knowing it. A remake of the classic horror film of the same name from 1976.,/kf1Qq9b32jn4umll9qD2ue5ftnh_The_Omen.jpg,https://www.youtube.com/embed/6UKWEZ1LnhM,"10,16"
411,808,2961,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",/iB64vpL3dIObOtMZgX3RqdVdQDc_Shrek.jpg,https://www.youtube.com/embed/W37DlG1i61s,"1,9"
412,809,4729,Shrek 2,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",/oljiDFPyMY437BRRV69AzVDSiKy_Shrek_2.jpg,https://www.youtube.com/embed/V6X5ti4YlG8,"9,17"
413,810,5882,Shrek the Third,"The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",/jaNe16gE9zdAYyVwRqmlmRKshHm_Shrek_the_Third.jpg,https://www.youtube.com/embed/InR865IDDjU,"1,15,19"
414,813,1959,Airplane!,"The persons and events in this film are fictitious - fortunately! A masterpiece of off-the-wall comedy, Airplane! features Robert Hays as an ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning; Julie Hagerty as his girlfriend/stewardess/co-pilot; and a cast of all-stars including Robert Stack, Lloyd Bridges, Peter Graves, Leslie Nielsen, Kareem Abdul-Jabbar... and more. Their hilarious high jinks spoof airplane disaster flicks, religious zealots, television commercials, romantic love... the list whirls by in rapid succession. And the story races from one moment of zany fun to the next.",/hiURvJjCgk0s10urHVCg80TFF11_Airplane!.jpg,https://www.youtube.com/embed/07pPmCfKi3U,19
415,818,3609,Austin Powers in Goldmember,"The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe—'70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.",/c4Sus7BvVQM6i9M3Cr0U8Vw0L9f_Austin_Powers_in_Goldmember.jpg,https://www.youtube.com/embed/XROEPkzyCRg,19
416,823,4691,Jin-Roh: The Wolf Brigade,"A member of an elite paramilitary counter-terrorism unit becomes traumatized after witnessing the suicide bombing of a young girl and is forced to undergo retraining. However, unbeknownst to him, he becomes a key player in a dispute between rival police divisions, as he finds himself increasingly involved with the sister of the girl he saw die.",/iyLKFR339GCzTKUtrVO4hbeEhub_Jin-Roh:_The_Wolf_Brigade.jpg,https://www.youtube.com/embed/8oui3kAkUqE,16
417,824,2963,Moulin Rouge!,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",/elj5J1p09UdO1eqjfQuIafSpftp_Moulin_Rouge!.jpg,https://www.youtube.com/embed/2PpgPxjzbkA,"16,18"
418,828,879,The Day the Earth Stood Still,An alien and a robot land on Earth after World War II and tell mankind to be peaceful or face destruction.,/x2DquTpLTq54aPFDnqlwY7apCC3_The_Day_the_Earth_Stood_Still.jpg,https://www.youtube.com/embed/6U3cZuxcH_8,"1,9"
419,829,878,Chinatown,"Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",/AmPEv5Tve4DuJ4QWhpY5lSsmXcv_Chinatown.jpg,https://www.youtube.com/embed/Zh4BCgDLmmI,"14,15,19"
420,830,926,Forbidden Planet,"Starship C57D travels to planet Altair 4 in search of the crew of spaceship ""Bellerophon,"" a scientific expedition that has been missing for 20 years, only to find themselves unwelcome by the expedition's lone survivor and warned of destruction by an invisible force if they don't turn back immediately.",/aq0OQfRS7hDDI8vyD0ICbH9eguC_Forbidden_Planet.jpg,https://www.youtube.com/embed/x1GnwTaaW0M,19
421,832,886,M,"In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.",/6hg2UClwHGnBojemFrLgiF1WK8A_M.jpg,https://www.youtube.com/embed/nsVproWjN6c,"7,10"
422,833,4112,Umberto D.,"When elderly pensioner Umberto Domenico Ferrari returns to his boarding house from a protest calling for a hike in old-age pensions, his landlady demands her 15,000-lire rent by the end of the month or he and his small dog will be turned out onto the street. Unable to get the money in time, Umberto fakes illness to get sent to a hospital, giving his beloved dog to the landlady's pregnant and abandoned maid for temporary safekeeping.",/fayAl6RBBvkruxZ4laI9peqeov7_Umberto_D..jpg,https://www.youtube.com/embed/gY_8mkG9hmU,19
423,837,4191,Videodrome,"As the president of a trashy TV channel, Max Renn is desperate for new programming to attract viewers. When he happens upon ""Videodrome,"" a TV show dedicated to gratuitous torture and punishment, Max sees a potential hit and broadcasts the show on his channel. However, after his girlfriend auditions for the show and never returns, Max investigates the truth behind Videodrome and discovers that the graphic violence may not be as fake as he thought.",/dBqp1SxlqnJEHYDM9sNelXoQsO1_Videodrome.jpg,https://www.youtube.com/embed/UFHey3utk0I,"1,15,19"
424,838,2344,American Graffiti,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,/oIJHfGsN57GDyyn60LX1e5BDU5z_American_Graffiti.jpg,https://www.youtube.com/embed/OZ9Gp6Qc8LQ,"11,16,19"
425,839,4995,Duel,"Traveling businessman David Mann angers the driver of a rusty tanker while crossing the California desert. A simple trip turns deadly, as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.",/vGVxYIAstgGIjjhXXXfmeqtNLmz_Duel.jpg,https://www.youtube.com/embed/Gdk1Igqu05Y,"7,17"
426,840,2419,Close Encounters of the Third Kind,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",/kzD5ng3BvRUxW9vBfCkg61XjITR_Close_Encounters_of_the_Third_Kind.jpg,https://www.youtube.com/embed/dSpQ3G08k48,"1,19"
427,841,1394,Dune,"In the year 10,191, the world is at war for control of the desert planet Dune—the only place where the time-travel substance 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.",/4kJmUCE7mkVJjXa7A0g2rY4IGTm_Dune.jpg,https://www.youtube.com/embed/WHh8dzxTSNw,4
428,842,5218,The Assassination of Richard Nixon,"It’s 1974 and Sam Bicke has lost everything. His wife leaves him with his three kids, his boss fires him, his brother turns away from him, and the bank won’t give him any money to start anew. He tries to find someone to blame for his misfortunes and comes up with the President of the United States who he plans to murder.",/5jOOvAVvP0XtwC5yYQpQCy4cjq1_The_Assassination_of_Richard_Nixon.jpg,https://www.youtube.com/embed/OxNDMzwSU7U,"4,19"
429,848,3392,Dragonslayer,The sorcerer and his apprentice Galen are on a mission to kill an evil dragon in order to save the King’s daughter from being sacrificed in accordance to a pact that the King himself made with the dragon to protect his kingdom. A fantasy film from Disney Studios that exhausted all possible visual effects of the time.,/dDRK8lbFSt2M3UVDvdG5kMSJUjt_Dragonslayer.jpg,https://www.youtube.com/embed/1Pl18A-Me_0,16
430,849,2943,Krull,A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.,/b1anwwbh00R3iOgM88L5jf7qHBt_Krull.jpg,https://www.youtube.com/embed/JtJZ3exJ3Jk,"3,7,9,17"
431,851,2050,Brief Encounter,"Returning home from a shopping trip to a nearby town, bored suburban housewife Laura Jesson is thrown by happenstance into an acquaintance with virtuous doctor Alec Harvey. Their casual friendship soon develops during their weekly visits into something more emotionally fulfilling than either expected, and they must wrestle with the potential havoc their deepening relationship would have on their lives and the lives of those they love.",/46yqnRK0XwxP686pkWwfLW8NwyV_Brief_Encounter.jpg,https://www.youtube.com/embed/oGDCTlVWduk,16
432,858,443,Sleepless in Seattle,"Desperate to find his dad Sam a date, a young boy calls into a radio show and catches the attention of Annie, a journalist who wants to meet Sam atop the Empire State Building.",/iLWsLVrfkFvOXOG9PbUAYg7AK3E_Sleepless_in_Seattle.jpg,https://www.youtube.com/embed/-Lj2U-cmyek,"10,16"
433,861,2041,Total Recall,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.",/wVbeL6fkbTKSmNfalj4VoAUUqJv_Total_Recall.jpg,https://www.youtube.com/embed/kGhxhDLRVCw,"7,10,17,19"
434,866,4917,Finding Neverland,"During a writing slump, playwright J.M. Barrie meets a widow and her three children—who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece. Peter Pan'.",/A9jgLICNCEb3lvWdNaIKAG9pRdp_Finding_Neverland.jpg,https://www.youtube.com/embed/m41gObaKgOw,"7,10,11,16"
435,867,444,Sliver,A woman moves into an apartment in Manhattan and learns that the previous tenant's life ended mysteriously after they fell from the balcony.,/2B3kSc4hKYWHsC8NgZhTLNIGmOR_Sliver.jpg,https://www.youtube.com/embed/rdSIyG6euDY,"10,19"
436,869,3167,Planet of the Apes,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.",/njdwSoVL1qMgdOCV0RwwuOfG3vF_Planet_of_the_Apes.jpg,https://www.youtube.com/embed/h2yzzzfLSeE,"7,10,14,16"
437,870,4721,Dolls,"Dolls takes puppeteering as its overriding motif, which relates thematically to the action provided by the live characters. Chief among those tales is the story of Matsumoto and Sawako, a young couple whose relationship is about to be broken apart by the former's parents, who have insisted their son take part in an arranged marriage to his boss' daughter.",/rEFj0GCEnIJwpyjF0IwknSdFI0_Dolls.jpg,https://www.youtube.com/embed/W-7eNtLia6o,19
438,879,2431,Hook,"The boy who wasn't supposed grow up—Peter Pan—does just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. During his trip to see Granny Wendy in London, the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland.",/a6rB1lGXoGms7gWxRfJneQmAjNV_Hook.jpg,https://www.youtube.com/embed/358767351,"4,7"
439,880,72,Antonia's Line,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",/nUCVi6bBIL7LGC61nYaCqikAhIA_Antonia's_Line.jpg,https://www.youtube.com/embed/qiAyu1qKkfE,"3,7"
440,881,1574,A Few Good Men,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",/rLOk4z9zL1tTukIYV56P94aZXKk_A_Few_Good_Men.jpg,https://www.youtube.com/embed/uTE592ryZx4,"1,19"
441,886,4772,The Cincinnati Kid,An up-and-coming poker player tries to prove himself in a high-stakes match against a long-time master of the game.,/qQTN8qpcXiEcyg69LxKKoz0Ab8B_The_Cincinnati_Kid.jpg,https://www.youtube.com/embed/DA9AeDFv7-c,"10,17,19"
442,888,290,The Flintstones,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,/ocsb0qiGlcn6UlcDRHa3xxSCc8Y_The_Flintstones.jpg,https://www.youtube.com/embed/pMnEbfzllso,"1,9,12,14"
443,889,2479,The Flintstones in Viva Rock Vegas,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?",/nEkMYwctrUH8ueaAcJFZnAEltMX_The_Flintstones_in_Viva_Rock_Vegas.jpg,https://www.youtube.com/embed/kqCBEzzXbtY,"11,16"
444,891,4200,All the President's Men,"During the 1972 elections, two reporters' investigation sheds light on the controversial Watergate scandal that compels President Richard Nixon to resign from his post.",/cPtSHR7D2WGsDBfnC5DxV927hKn_All_the_President's_Men.jpg,https://www.youtube.com/embed/vLt6djxhNe8,"4,7"
445,892,809,Delicatessen,This bizarre surrealistic black comedy takes place in a small fictitious post-apocalyptic town where food is scarce and butcher Clapet has the macabre business of using human flesh to feed his customers. Yet when his daughter falls in love with his next slaughter victim things turn into chaos.,/89yw7xrAhnhGCldvyssPjINJQRb_Delicatessen.jpg,https://www.youtube.com/embed/Tg3V8HDK5go,"11,16,19"
446,896,517,The World of Apu,Apu is a jobless ex-student dreaming vaguely of a future as a writer. An old college friend talks him into a visit up-country to a village wedding....,/6Tz1Q69o2n3Zwb0ZffzPL0nFt2T_The_World_of_Apu.jpg,https://www.youtube.com/embed/mgv68E_o6VM,16
447,897,4261,Aparajito,"The Unvanquished is the second part of the Apu film trilogy about the boy, Apu who gets a scholarship to study at a College in Calcutta. His mother is alone and torn between wanting him to be successful and not wanting him to leave her alone.",/qvR2Qs42WHwCEcuwhQnterU3gVY_Aparajito.jpg,https://www.youtube.com/embed/mgv68E_o6VM,"5,9,11,16"
448,898,4360,Birdman of Alcatraz,"After killing a prison guard, convict Robert Stroud faces life imprisonment in solitary confinement. Driven nearly mad by loneliness and despair, Stroud's life gains new meaning when he happens upon a helpless baby sparrow in the exercise yard and nurses it back to health. Despite having only a third grade education, Stroud goes on to become a renowned ornithologist and achieves a greater sense of freedom and purpose behind bars than most people find in the outside world.",/6EODLN11HTX4l2cmakAhWIoJLF_Birdman_of_Alcatraz.jpg,https://www.youtube.com/embed/Dy12XzBhfa8,"11,16,19"
449,900,678,Bringing Up Baby,"David Huxley is waiting to get a bone he needs for his museum collection. Through a series of strange circumstances, he meets Susan Vance, and the duo have a series of misadventures which include a leopard called Baby.",/3mEq3sykPfItN3nTMqBm1hHwFAY_Bringing_Up_Baby.jpg,https://www.youtube.com/embed/F25nzu6hh0Q,"11,14"
450,901,2314,City Lights,"In this sound-era silent film, a tramp falls in love with a beautiful blind flower seller.",/bXNvzjULc9jrOVhGfjcc64uKZmZ_City_Lights.jpg,https://www.youtube.com/embed/7vl7F8S4cpQ,"14,19"
451,902,27,The City of Lost Children,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",/whwT3Q9JxbAYzEc3t7uYYcCbTMf_The_City_of_Lost_Children.jpg,https://www.youtube.com/embed/F-F3Fz6DadE,"11,16"
452,903,902,Cool Hand Luke,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",/sqelBKOEdYruo497Jx6SAC3jBMY_Cool_Hand_Luke.jpg,https://www.youtube.com/embed/ofxtDrRVQY4,"7,11,16,18"
453,907,1428,Doctor Zhivago,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",/mTy6RoFAOtvFsdELTSN838JuvSD_Doctor_Zhivago.jpg,https://www.youtube.com/embed/M1iQ5hQTR5s,"11,14,19"
454,909,645,Meet Me in St. Louis,"In the year before the 1904 St. Louis World's Fair, the four Smith daughters learn lessons of life and love, even as they prepare for a reluctant move to New York.",/lP8cPv0S1tbRhKDoLe0W5PW3y6h_Meet_Me_in_St._Louis.jpg,https://www.youtube.com/embed/hSKvNcC6eo8,"11,16,19"
455,910,910,The Big Sleep,"Private Investigator Philip Marlowe is hired by wealthy General Sternwood regarding a matter involving his youngest daughter Carmen. Before the complex case is over, Marlowe sees murder, blackmail, deception, and what might be love.",/pZUBI77RMu652QmtWL9RBWF1uO6_The_Big_Sleep.jpg,https://www.youtube.com/embed/aIQaLs0KDhA,"10,19"
456,912,1942,The Thomas Crown Affair,"Young businessman, Thomas Crown is bored and decides to plan a robbery and assigns a professional agent with the right information to the job. However, Crown is soon betrayed yet cannot blow his cover because he’s in love.",/84CweBYein3D8Aau0EidPvYaXln_The_Thomas_Crown_Affair.jpg,https://www.youtube.com/embed/jbcfsoPcK7w,"11,16"
457,913,1941,The Thomas Crown Affair,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",/z8WWmknGrk9yBHKjefLwMz5cB6s_The_Thomas_Crown_Affair.jpg,https://www.youtube.com/embed/0pVmwrVRL2M,"2,18"
458,914,907,The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,/1QpO9wo7JWecZ4NiBuu625FiY1j_The_Great_Dictator.jpg,https://www.youtube.com/embed/i1C6qZVeFtA,"11,14,16,19"
459,916,4371,Bullitt,"Senator Walter Chalmers is aiming to take down mob boss Pete Ross with the help of testimony from the criminal's hothead brother Johnny, who is in protective custody in San Francisco under the watch of police lieutenant Frank Bullitt. When a pair of mob hitmen enter the scene, Bullitt follows their trail through a maze of complications and double-crosses. This thriller includes one of the most famous car chases ever filmed.",/uDg7tHvK8aFcG6DkN5eHiZAurOU_Bullitt.jpg,https://www.youtube.com/embed/2TKo_HOfKMI,"11,16,19"
460,918,2360,Blind Date,"When bachelor Walter Davis is set up with his sister-in-law's pretty cousin, Nadia Gates, a seemingly average blind date turns into a chaotic night on the town. Walter's brother, Ted, tells him not to let Nadia drink alcohol, but he dismisses the warning and her behaviour gets increasingly wild. Walter and Nadia's numerous incidents are made even worse as her former lover David relentlessly follows them around town.",/cLb3akSpZhU5qkmCO46IHfJtcs0_Blind_Date.jpg,https://www.youtube.com/embed/O9_0KW3CndY,14
461,919,5130,Blood: The Last Vampire,"In Japan, the vampire-hunter Saya, who is a powerful original, is sent by her liaison with the government, David, posed as a teenage student to the Yokota High School on the eve of Halloween to hunt down vampires. Saya asks David to give a new katana to her. Soon she saves the school nurse Makiho Amano from two vampires disguised of classmates and Makiho witnesses her fight against the powerful demon.",/uRwR5lcl55n5JSaTiYPwp5KjP6A_Blood:_The_Last_Vampire.jpg,https://www.youtube.com/embed/Aw3NWowp114,"1,9,14,15"
462,920,5631,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",/qa6HCwP4Z15l3hpsASz3auugEW6_Cars.jpg,https://www.youtube.com/embed/SbXIj2T-_uk,"5,11,16"
463,921,5354,Cinderella Man,"The true story of boxer Jim Braddock who, in the 1920’s following his retirement, makes a surprise comeback in order to get him and his family out of a socially poor state.",/wkeOjIcpuqLMW4GnVowlM9VI0JE_Cinderella_Man.jpg,https://www.youtube.com/embed/DlbHzcH4VJY,19
464,922,538,Dead Man,"On the run after murdering a man, accountant William Blake encounters a strange North American man named Nobody who prepares him for his journey into the spiritual world.",/65iVwc0t5eTDhQJsddsR14uBuGr_Dead_Man.jpg,https://www.youtube.com/embed/nn2nQMfLqwg,"2,11,16"
465,923,4529,Dawn of the Dead,"During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.",/9kGESwH451kRgm1h6Q0svAVK60N_Dawn_of_the_Dead.jpg,https://www.youtube.com/embed/3M3NUjaOyJ8,"16,18"
466,924,4511,Dawn of the Dead,"A group of survivors take refuge in a shopping mall after the world is taken over by aggressive, flesh-eating zombies.",/iBLQATsIkv005fvIhhbM4MvqhYp_Dawn_of_the_Dead.jpg,https://www.youtube.com/embed/DV8mJcuYVaA,"3,9,16"
467,926,2229,Galaxy Quest,"For four years, the courageous crew of the NSEA protector - ""Commander Peter Quincy Taggart"" (Tim Allen), ""Lt. Tawny Madison (Sigourney Weaver) and ""Dr.Lazarus"" (Alan Rickman) - set off on a thrilling and often dangerous mission in space...and then their series was cancelled! Now, twenty years later, aliens under attack have mistaken the Galaxy Quest television transmissions for ""historical documents"" and beam up the crew of has-been actors to save the universe. With no script, no director and no clue, the actors must turn in the performances of their lives.",/fZXSwgZknp81vmciTb86rw0MejV_Galaxy_Quest.jpg,https://www.youtube.com/embed/B34jbC43XzA,16
468,927,1377,Gremlins,"When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, and unleashes a horde of mischievous gremlins on a small town.",/72Y1X9pMSjXQ7mKB6pBEoMhL0OQ_Gremlins.jpg,https://www.youtube.com/embed/GEu13j7hOvQ,19
469,928,1378,Gremlins 2: The New Batch,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!",/jN7yvxnIHRozhq2mzWZDE5GPRc0_Gremlins_2:_The_New_Batch.jpg,https://www.youtube.com/embed/vKJoDyS6GpI,"7,11,16,18"
470,929,1277,Godzilla,"When a freighter is viciously attacked in the Pacific Ocean, a team of experts -- including biologist Niko Tatopoulos and scientists Elsie Chapman and Mendel Craven -- concludes that an oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan, destroying everything within its reach. The team chases the monster to Madison Square Garden, where a brutal battle ensues.",/1wki1OaDA35RarysOPet25a8hVQ_Godzilla.jpg,https://www.youtube.com/embed/3FEDcXsL5o8,"2,7,16,18"
471,931,3428,Don't Look Now,"Laura and John, grieved by a terrible loss, meet in Venice, where John is in charge of the restoration of a church, two mysterious sisters, one of whom gives them a message sent from the afterlife.",/rbySmLo0grvrb1XToIEKntNXvjJ_Don't_Look_Now.jpg,https://www.youtube.com/embed/XAYVHXlfu8c,"7,11,18"
472,934,2957,Rififi,"Out of prison after a five-year stretch, jewel thief Tony turns down a quick job his friend Jo offers him, until he discovers that his old girlfriend Mado has become the lover of local gangster Pierre Grutter during Tony's absence. Expanding a minor smash-and-grab into a full-scale jewel heist, Tony and his crew appear to get away clean, but their actions after the job is completed threaten the lives of everyone involved.",/6MbRycXyrLaFmToyOBPSKHmqkYy_Rififi.jpg,https://www.youtube.com/embed/a9bciTbt6l8,19
473,935,555,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike.",/3clod4q8qkgU7pyOmZ7Re0G7GDc_Dr._Strangelove_or:_How_I_Learned_to_Stop_Worrying_and_Love_the_Bomb.jpg,https://www.youtube.com/embed/98NaJ8ss4sY,"14,19"
474,936,4138,The Pink Panther,"The trademark of The Phantom, a renowned jewel thief, is a glove left at the scene of the crime. Inspector Clouseau, an expert on The Phantom's exploits, feels sure that he knows where The Phantom will strike next and leaves Paris for the Tyrolean Alps, where the famous Lugashi jewel 'The Pink Panther' is going to be. However, he does not know who The Phantom really is, or for that matter who anyone else really is...",/azIoCxiH9wIPCCGnqaDW8DJwCLl_The_Pink_Panther.jpg,https://www.youtube.com/embed/xMiRxq12Fx0,"11,19"
475,938,2553,For a Few Dollars More,"Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang.",/3yv5WcpTqzIq8FsoVUs4pvFqk9j_For_a_Few_Dollars_More.jpg,https://www.youtube.com/embed/dP3fxZfYpSo,14
476,940,1546,The Lady Vanishes,"On a train headed for England a group of travelers is delayed by an avalanche. Holed up in a hotel in a fictional European country, young Iris befriends elderly Miss Froy. When the train resumes, Iris suffers a bout of unconsciousness and wakes to find the old woman has disappeared. The other passengers ominously deny Miss Froy ever existed, so Iris begins to investigate with another traveler and, as the pair sleuth, romantic sparks fly.",/e9yjeqzcsFEhwTsv2Lv9RTZhHaJ_The_Lady_Vanishes.jpg,https://www.youtube.com/embed/YihbNGUNQmU,"9,11,17"
477,941,1374,Lethal Weapon,"Veteran buttoned-down LAPD detective Roger Murtaugh is partnered with unhinged cop Martin Riggs, who -- distraught after his wife's death -- has a death wish and takes unnecessary risks with criminals at every turn. The odd couple embark on their first homicide investigation as partners, involving a young woman known to Murtaugh with ties to a drug and prostitution ring.",/fTq4ThIP3pQTYR9eDepsbDHqdcs_Lethal_Weapon.jpg,https://www.youtube.com/embed/bKeW-MGu-qQ,9
478,942,1375,Lethal Weapon 2,"In the opening chase, Martin Riggs and Roger Murtaugh stumble across a trunk full of Krugerrands. They follow the trail to a South African diplomat who's using his immunity to conceal a smuggling operation. When he plants a bomb under Murtaugh's toilet, the action explodes!",/4fAIXbbEe1YpcJYuOBEFTa0JiGP_Lethal_Weapon_2.jpg,https://www.youtube.com/embed/ZbFE2P3tASI,"2,10,18"
479,943,1376,Lethal Weapon 3,"Archetypal buddy cops Riggs and Murtaugh are back for another round of high-stakes action, this time setting their collective sights on bringing down a former Los Angeles police lieutenant turned black market weapons dealer. Lorna Cole joins as the beautiful yet hardnosed internal affairs sergeant who catches Riggs's eye.",/1UkG3G4jhM9XMbbYyqWQ7NUnUTT_Lethal_Weapon_3.jpg,https://www.youtube.com/embed/PlJknryKpZs,"11,15,16"
