id,title,overview,poster_path,video_key
9273.0,Ace Ventura: When Nature Calls,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",/wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg,YG28rBUkgf8
11517.0,Money Train,"When a vengeful New York transit cop decides to steal a trainload of subway fares, his foster brother—a fellow cop—tries to protect him.",/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg,5Odo80-WFgM
8012.0,Get Shorty,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",/5XSVAyHmTCFOWaqEQ0LUHh3yssB.jpg,yNLaTtpovys
1710.0,Copycat,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,/sch1NNy1q6O50qaUG0MqoU8z9GD.jpg,lsmXhM4yfU0
9691.0,Assassins,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",/wPmZYnaQpxwoHmwNwVhZ2IY0UbF.jpg,EaN1ouLvtFk
12665.0,Powder,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.",/zwVmkbrRdbNceK4drB0imFszGxl.jpg,dM1jktXwcSI
451.0,Leaving Las Vegas,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",/6HdPc8Cvw0v6SuX3DLsZty3f9Ll.jpg,UMlYWZgCIgo
9263.0,Now and Then,"Waxing nostalgic about the bittersweet passage from childhood to puberty in this tender coming-of-age tale, four childhood girlfriends -- Teeny, Chrissy, Samantha and Roberta -- recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.",/yQ8xP1WOfatqgUp4e3X8n73itJc.jpg,RQLVzTtt2Ws
17015.0,Persuasion,"This film adaptation of Jane Austen's last novel follows Anne Elliot, the daughter of a financially troubled aristocratic family, who is persuaded to break her engagement to Frederick Wentworth, a young sea captain of meager means. Years later, money troubles force Anne's father to rent out the family estate to Admiral Croft, and Anne is again thrown into company with Frederick -- who is now rich, successful and perhaps still in love with Anne.",/tYOFCtgLb4hfuwhXKBWwAobWhwS.jpg,u4T5dl1isp8
902.0,The City of Lost Children,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg,F-F3Fz6DadE
37557.0,Shanghai Triad,"Shanghai, China, 1930. When young Shuisheng arrives from the countryside, his uncle Liushu puts him at the service of Bijou, the mistress of Laoda, supreme boss of the Tang Triad, constantly threatened by his enemies, both those he knows and those lurking in the shadows.",/iRMeAJZ3RmZMYVZHulAz6j1UPgo.jpg,xgIHRczRE1Q
9909.0,Dangerous Minds,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",/y2iKziYm1rG5AWfL3el7HgxhoIp.jpg,gA-5nLQCmW8
63.0,Twelve Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",/2F9KcDGZbEdaQN5jV9ziyRZYY7u.jpg,YxLbHHYGzkg
9598.0,Babe,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.",/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg,tVxeoUtVF0o
687.0,Dead Man Walking,"A justice drama based on a true story about a man on death row who, in his last days, forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality, as she accompanies him to his execution.",/wQmmJi5ypfHH2boXrQBmsep7qb2.jpg,pg-GMqPHIPQ
33689.0,It Takes Two,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",/sdes5TrRbymELYLG85YIxmFb1OP.jpg,6PKq7YSpO6c
9603.0,Clueless,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,3zuRkQSx5gs
34615.0,"Cry, the Beloved Country",A South-African preacher goes to search for his wayward son who has committed a crime in the big city.,/7r0kxVa8JZUEzTklQmESQkAxEgh.jpg,1nejmbo5c9A
31174.0,Richard III,"A murderous lust for the British throne sees Richard III descend into madness. Though the setting is transposed to the 1930s, England is torn by civil war, split between the rivaling houses of York and Lancaster. Richard aspires to a fascist dictatorship, but must first remove the obstacles to his ascension—among them his brother, his nephews and his brother's wife. When the Duke of Buckingham deserts him, Richard's plans are compromised.",/aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg,OXc0-EME0C8
11443.0,Dead Presidents,On the streets they call cash dead presidents. And that's just what a Vietnam veteran is after when he returns home from the war only to find himself drawn into a life of crime. With the aid of his fellow vets he plans the ultimate heist -- a daring robbery of an armored car filled with unmarked U.S. currency!,/eGfsSXizR11tTHVo0kuOOFPAxZt.jpg,iB3JtJJZJG8
35196.0,Restoration,"An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry his King's mistress in order to divert the queens suspicions. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician.",/z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg,CvsAuHYBgEQ
9312.0,Mortal Kombat,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg,JHIfHL5UgFs
577.0,To Die For,"Suzanne Stone wants to be a world-famous news anchor and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary.",/aedhsShrlJVhLlwhtlmFJgR4Szs.jpg,3QKzrZkbI18
11861.0,How to Make an American Quilt,"Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.",/vwYRaERccwXWCYrTzeWRZRarJOo.jpg,K5_2VgJUSBA
807.0,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",/69Sns8WoET6CfaYlIkHbla4l7nC.jpg,SpKbZ_3zlb0
10530.0,Pocahontas,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,DSf_pVG8QZM
8391.0,When Night Is Falling,"A prudish woman working on tenure as a literacy professor at a large urban university finds herself attracted to a free-spirited, liberal woman who works at a local carnival.",/f9edMkT6bLXVvZICn47ARnQ1Iu5.jpg,GSXscJWTSU0
629.0,The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",/bUPmtQzrRhzqYySeiMpv7GurAfm.jpg,x3t0Nc6fg7w
11448.0,Mighty Aphrodite,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",/m0MZabFBNtMuFn3oNcq45M1Jws3.jpg,zLkA6SvZmZ4
49133.0,Lamerica,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.",/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg,3Fd6ZlgOFqs
26441.0,The Big Green,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.",/erWfSEcjO4LG69Tlm2mED5JMSqH.jpg,KzkCfQaYE-E
97406.0,Georgia,"Sadie looks up to her older sister Georgia, a successful folk singer who's happily married with children, but can't break out of the bar-band circuit and hit the big time she desperately covets. It's in part due to her attraction to drugs and booze, and also to her own unwise choice in men. Finally, though, Sadie's Achilles heel is a rough, unlovely voice very different than her sister's crowd-pleasing singing.",/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,jG9pUsmjAO8
9089.0,Home for the Holidays,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.",/a8MslR6deQQVe8JR542XDSwHiPB.jpg,ThH8WocPRM0
11010.0,The Postman,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg,0or7hSz-7gc
11359.0,The Indian in the Cupboard,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg,yoIBXVm_B9Y
17182.0,Eye for an Eye,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,jY56N6irNCk
2054.0,Mr. Holland's Opus,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg,JYoWGIrXiz0
10607.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,JAAhQwcJ20U
19760.0,Two If by Sea,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",/kvQl6sJyplWRQ0BGp0E8kBUQKO8.jpg,Psql1jhaIiA
9536.0,Bio-Dome,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.",/pjSkGZAvksrbO6tGain8PJ3rfC7.jpg,4EWikCCfHJw
11525.0,Lawnmower Man 2: Beyond Cyberspace,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.",/nsKDpcdC62krEPlCKKjLSHuMwwu.jpg,MubmJ2jwvOM
4482.0,French Twist,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",/6yJNScj2ypxqCOCfpSPR3xX4J4E.jpg,Qd_88LUuHGU
10634.0,Friday,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",/2lReF53F8trkC68piGSfk0JVwWU.jpg,umvFBoLOOgo
755.0,From Dusk Till Dawn,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",/xs8xS14Oyhz0GpXQHpAc1hritOW.jpg,y-J9bBvO5dk
11859.0,Fair Game,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg,YC3npzqwXcs
28387.0,Kicking and Screaming,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",/186brkmaBmopqcM0dPs71tj9BfM.jpg,g9ul_89gqI4
48750.0,Les Miserables,"In France during World War II, a poor and illiterate man, Henri Fortin (Jean-Paul Belmondo), is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",/ct1T56BbeE60CsoFhUB4Qmq8kkf.jpg,hck5I4F1OgU
20927.0,Bed of Roses,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",/nLRio5v1QHW0Dw4VLmMhC1FZEJc.jpg,GJ6-ymSjShg
36929.0,Big Bully,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",/eTFKVKCUohXDnPzqhpRQedN15ym.jpg,rZU6xGcShw8
9102.0,Screamers,"SIRIUS 6B, Year 2078. On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",/eqgBf791rMZG7ywHfObpXeMpiRf.jpg,1AeAvE3FxQ8
27526.0,The Crossing Guard,"After his daughter died in a hit and run, Freddy Gale has waited six years for John Booth, the man responsible, to be released from prison. On the day of release, Gale visits Booth and announces that he will kill him in one week. Booth uses his time to try and make peace with himself and his entourage, and even finds romance. Gale, whose life is spiraling down because of his obsession towards Booth, will bring himself on the very edge of sanity. At he end of the week, both men will find themselves on a collision course with each other.",/kogaCIIylHmWQo2gJrrdq8Br8b8.jpg,kDdwRURSEzI
9623.0,The Juror,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",/i1EXzLNc4c9Xd0xjCmGavb0Hz9k.jpg,Awng-jZnkoY
46785.0,The White Balloon,Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,/8UDknhokRx4vySTcbVzqAS5PsLM.jpg,jL4l_tyPC0Y
400.0,Things to Do in Denver When You're Dead,Five different criminals face imminent death after botching a job quite badly.,/bPpdgjkzI76MdIo3deWsLFhzyXd.jpg,i1o_PO3ridY
880.0,Antonia's Line,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,qiAyu1qKkfE
8447.0,Angels and Insects,"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.",/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg,bdqnz-FtIog
10534.0,White Squall,"In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.",/rNWFsKrTGRCTKsT9dGx9vwWP8tA.jpg,tw0HN7XXU6M
17414.0,Dunston Checks In,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",/kn0iqDYsWN4b6u9zmhQCIZg19yR.jpg,FjPueQfeQLs
13997.0,Black Sheep,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",/bV9SCk4QXCi9p1kdDBiYejcMQwK.jpg,BRgCb1QjOv4
2086.0,Nick of Time,"An unimpressive, every-day man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,o6trRzB8fiA
9095.0,Mary Reilly,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",/eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg,qgHHBYzgL-s
12158.0,Vampire in Brooklyn,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.",/i8ZD5LsBjwF45MsZ1nCClpvaOcn.jpg,2qzFuLGeVGI
9283.0,Beautiful Girls,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg,0AvkCamSj5o
9208.0,Broken Arrow,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",/iBPMwYYJFvdCBkXrwV75peo5Lz2.jpg,JtNxbR7n0_k
40154.0,In the Bleak Midwinter,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",/cl5WtKNYL7porHGCroRTAKCGlTM.jpg,vBS92ui_h74
406.0,La Haine,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",/akrPnklXaXZWqodM3HmPSXvfcPF.jpg,463499045
63076.0,Heidi Fleiss: Hollywood Madam,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",/laPSb9I8TuYslOh1OcgaTByWKnw.jpg,oA7M9qSJKrE
